,distance_from_home,distance_from_last_transaction,ratio_to_median_purchase_price,repeat_retailer,used_chip,used_pin_number,online_order,fraud
244206,7.065801962504864,0.1213845190925419,0.6816476378335096,1.0,0.0,0.0,0.0,0.0
455213,11.473866428494093,0.1361718687332944,0.7262748003888115,1.0,1.0,0.0,1.0,0.0
773553,16.56675784149352,2.65663399648153,1.4792956560966843,1.0,0.0,0.0,1.0,0.0
973443,6.211501535510523,25.7846984438597,0.0461073343357715,1.0,1.0,1.0,1.0,0.0
256961,1.3481170650347845,6.825413724745006,1.8059988799864708,0.0,0.0,0.0,0.0,0.0
299843,17.76422197345826,0.509323599594881,0.213490117514251,1.0,0.0,0.0,1.0,0.0
466335,63.181393816418975,0.1829589780830048,2.9685705850041275,1.0,0.0,0.0,1.0,0.0
711411,1.0181917049603664,0.0445219419409925,3.7243270359167138,0.0,0.0,1.0,0.0,0.0
54229,8.254095016293597,24.731774687648176,2.76818603837589,1.0,0.0,0.0,1.0,0.0
647318,22.262798907699807,0.889649296164186,0.588831643325141,1.0,1.0,0.0,1.0,0.0
511391,89.99796013479695,1.7970149079940458,1.2901559271611174,1.0,1.0,0.0,1.0,0.0
866791,22.0429213775034,6.038028896850618,0.8323574647753681,1.0,0.0,0.0,1.0,0.0
32442,26.622971556909683,12.849370043293863,1.2052877841302068,1.0,0.0,0.0,1.0,0.0
316185,0.9568057429074432,0.1841536805841419,0.7479518762407555,0.0,0.0,0.0,0.0,0.0
828149,7.254855917481548,0.9487977570278214,2.0329642952101024,1.0,1.0,0.0,0.0,0.0
711596,62.406779592894736,1.090202012731249,0.4190371852803902,1.0,0.0,0.0,0.0,0.0
886974,1.5570378311841122,0.2073500378440276,0.9557990647124291,0.0,1.0,0.0,1.0,0.0
389667,7.065739035022812,8.94005170572462,0.0504825560673158,1.0,0.0,1.0,1.0,0.0
862820,5.6018212643970005,0.0778445004379413,1.0450128597290906,1.0,1.0,0.0,1.0,0.0
401615,5.715706185058306,3.0646887715935995,4.963441634397271,1.0,1.0,0.0,1.0,1.0
924046,2.188622722643175,0.1468718094293656,0.2409185552527808,1.0,0.0,0.0,1.0,0.0
140625,1.176173119226436,7.812384854185987,0.6489003266556173,0.0,0.0,0.0,1.0,0.0
162872,7.556942232001152,0.4694799663403668,1.3898419990140969,1.0,0.0,0.0,1.0,0.0
929592,17.14419882551857,21.88154226794329,0.3193603085998432,1.0,1.0,0.0,0.0,0.0
401716,10.428243460128003,0.6533718996874506,0.8133410856166556,1.0,1.0,0.0,1.0,0.0
94875,15.361247132797525,43.93464016278365,3.690382034550196,1.0,0.0,0.0,1.0,0.0
577995,0.8980102885512189,0.3798673707917123,1.806777060965233,0.0,1.0,0.0,0.0,0.0
525482,8.061171593069796,28.26621349724887,3.1806190711795543,1.0,0.0,0.0,1.0,0.0
735576,0.6692454281895888,4.193123631355285,0.4246175234548829,0.0,0.0,0.0,0.0,0.0
740796,17.089792982917935,23.91705365903037,5.006752026657979,1.0,1.0,0.0,0.0,0.0
853729,18.21272019496048,5.546148904778161,1.694115129939388,1.0,0.0,0.0,1.0,0.0
305176,13.994591671370074,1.0965289325503749,1.2589287527762163,1.0,0.0,0.0,1.0,0.0
924805,15.76200356404427,0.3631922853215613,0.8088221152878976,1.0,0.0,1.0,0.0,0.0
799125,53.68890491142701,0.3556285760122115,0.6224215868792542,1.0,1.0,0.0,1.0,0.0
232632,4.477971992319428,2.904438732588729,1.5873788891132627,1.0,0.0,0.0,1.0,0.0
982562,8.400168015215177,0.0658441027775276,2.4796109525911008,1.0,0.0,0.0,0.0,0.0
328737,6.698368889372779,0.5203741112871557,2.9451091852301152,1.0,0.0,0.0,0.0,0.0
439917,2.819592838825592,0.5971468688219274,0.4701850577397651,1.0,1.0,0.0,1.0,0.0
983507,96.97131062533217,0.792994342765967,2.9062684638111307,1.0,0.0,0.0,1.0,0.0
370353,6.090451202949376,2.2991628393704797,0.3523226198475226,1.0,1.0,0.0,0.0,0.0
97653,7.55478739989585,0.1281323277125549,0.352164146751366,1.0,0.0,1.0,1.0,0.0
536361,7.021455666430319,51.262034240293126,1.6949560565536486,1.0,1.0,0.0,0.0,0.0
550817,83.212619515398,0.0815213325833914,3.7698346278055226,1.0,0.0,0.0,0.0,0.0
538185,10.905454484724835,0.0756234212694723,0.8975594716298982,1.0,0.0,0.0,1.0,0.0
821351,1.1998769399262834,0.3363962220852369,0.7340186805581321,0.0,0.0,0.0,1.0,0.0
161034,7.183397474518511,0.0185426901414088,1.2331845743362306,1.0,0.0,0.0,1.0,0.0
260495,88.54400812615746,1.1725424471959291,0.2357023103326423,1.0,0.0,0.0,0.0,0.0
110679,38.07615258307721,1.115646773592537,0.8532877547022614,1.0,0.0,0.0,1.0,0.0
527867,4.81532229198337,0.0728731627299431,1.8143375416602951,1.0,0.0,1.0,1.0,0.0
745530,12.650616511223191,0.0348470303314501,0.6913137050339354,1.0,0.0,0.0,1.0,0.0
106386,1.0714204962153056,0.0849143194777827,1.5051570436103685,0.0,0.0,1.0,1.0,0.0
185118,15.044837782868496,0.1731881253289299,2.9736742594163443,1.0,1.0,0.0,1.0,0.0
967885,13.627687054174638,0.8732207245513546,5.020547982126632,1.0,0.0,0.0,1.0,1.0
418908,13.273079238734011,0.9465212670732892,0.4668816486395384,1.0,0.0,0.0,1.0,0.0
831244,70.20404734685378,1.2414515598365774,5.750125383677933,1.0,0.0,1.0,0.0,0.0
407254,3.834900101197704,0.1471907693707605,0.5337052021583802,1.0,0.0,0.0,0.0,0.0
882294,222.22253801764424,3.984847758876696,0.4568430506176885,1.0,0.0,0.0,1.0,1.0
170420,17.257729566956996,0.5300067076649279,0.881648000917617,1.0,0.0,0.0,0.0,0.0
800803,2.4031328202764017,1.146057698624222,2.9526486817241997,1.0,0.0,0.0,1.0,0.0
546870,13.550121616165017,0.8184410691256322,0.7954337075834188,1.0,1.0,0.0,1.0,0.0
1634,9.92653630832042,13.20679508715818,5.005074881607301,1.0,0.0,0.0,1.0,1.0
771315,49.01613458211489,1.3149553810045382,0.6130545282184852,1.0,0.0,0.0,0.0,0.0
302232,11.674187692510696,0.3415832164789942,1.0878803730000783,1.0,0.0,0.0,0.0,0.0
506008,11.269061244392258,3.102973580898627,3.242526196302934,1.0,0.0,0.0,1.0,0.0
35738,16.07887757768253,1.1587407751002163,0.1132007041316412,1.0,0.0,0.0,1.0,0.0
133141,4.2422037245246695,0.9253921848225,1.2318840579974917,1.0,0.0,0.0,1.0,0.0
722310,49.74466554851575,0.085773867304278,0.0634452102421007,1.0,1.0,0.0,0.0,0.0
392939,3.1112930345307066,0.7661713507492173,0.2648493836936266,1.0,0.0,0.0,0.0,0.0
778428,129.76492291997948,1.716261840021149,1.117129119192224,1.0,0.0,0.0,0.0,0.0
814274,24.40765194967814,1.1856883915761494,0.558093830577196,1.0,0.0,0.0,1.0,0.0
518574,10.022539079788748,0.2454572811108943,0.5375967508012403,1.0,0.0,0.0,1.0,0.0
685384,30.78129796136771,0.3707714831141674,0.4050834225966154,1.0,1.0,0.0,0.0,0.0
610988,92.64221344748027,2.345607141461,2.304133882184977,1.0,0.0,0.0,1.0,0.0
888604,3.8862675518925855,14.57123983406208,0.775777582924525,1.0,0.0,0.0,1.0,0.0
987033,5.580195463979232,4.1640155714874645,0.4300065318436337,1.0,1.0,0.0,1.0,0.0
223003,1.4188567478464165,4.17513518096142,0.1813724582503133,0.0,0.0,1.0,1.0,0.0
851608,14.18963749670088,0.2433041096266832,0.3588588419804924,1.0,0.0,0.0,1.0,0.0
641881,1.4351897835605336,2.8344301181942217,0.4782809411016672,0.0,0.0,1.0,1.0,0.0
251172,47.80547834095189,0.1608498481220565,1.2310172658743448,1.0,1.0,0.0,1.0,0.0
334777,1.1109877581303524,0.6318048496337975,7.687884328981855,0.0,0.0,0.0,1.0,1.0
175457,3.3881994545019656,1.6176002999949743,1.2581513250094742,1.0,1.0,0.0,1.0,0.0
837865,1.8550603631753184,0.0742355741391671,2.9391320703127786,0.0,0.0,0.0,0.0,0.0
311948,26.055165950471256,1.0954579179854076,0.6794166741513472,1.0,0.0,0.0,1.0,0.0
438074,22.643780406844822,0.6270290548915352,0.8345221685063812,1.0,0.0,0.0,0.0,0.0
120116,18.44474339376381,2.093926924764467,4.724418731364134,1.0,0.0,0.0,1.0,1.0
933104,63.09913797923958,0.4243816632572664,0.8745245295790712,1.0,0.0,0.0,0.0,0.0
44978,1.921576752880357,10.376823238883937,0.1526464673873626,1.0,0.0,0.0,1.0,0.0
644952,1.5958707936572054,0.020639744327173,0.8066569557414125,0.0,1.0,0.0,1.0,0.0
548938,30.7911628265862,2.5921169967027677,0.3113133970782972,1.0,0.0,0.0,1.0,0.0
51458,114.4649846817981,2.8403818273259263,0.8087875474279023,1.0,0.0,0.0,1.0,1.0
570179,37.60879330294093,14.921577238424884,0.2320095755805973,1.0,1.0,0.0,0.0,0.0
344038,55.26253951725516,0.6228127234426725,0.6121254775137762,1.0,0.0,0.0,1.0,0.0
608450,17.849759130729904,1.5751176759176164,1.584940066010144,1.0,0.0,0.0,1.0,0.0
338875,8.267717522908486,4.031247407021836,1.8436949798289968,1.0,1.0,0.0,1.0,0.0
380578,40.69358846554627,1.234595777780179,1.0383826661010722,1.0,0.0,1.0,0.0,0.0
971476,3.715043609699453,0.0195323336502577,0.2287134414509411,1.0,1.0,0.0,1.0,0.0
540575,40.64811538183205,6.476686917263797,0.0376952723232069,1.0,0.0,0.0,1.0,0.0
522458,0.7287574588551229,0.7773746763825958,0.757900629112407,0.0,0.0,0.0,1.0,0.0
35166,4.472792616471448,0.437521696293495,3.57162793287697,1.0,0.0,0.0,0.0,0.0
585086,10.322664959175684,1.0899874556469522,0.1838843192903084,1.0,0.0,0.0,0.0,0.0
162874,1.4665654731558826,1.1708698105672546,0.8164842974786871,0.0,0.0,0.0,0.0,0.0
11563,11.018282207653982,0.0207288915903041,0.2622099312320355,1.0,0.0,0.0,0.0,0.0
720263,6.201916882207824,0.257462684293622,1.0869985870318402,1.0,0.0,0.0,1.0,0.0
315306,1.6403561415509151,0.0927824752175966,2.916157158329697,0.0,0.0,0.0,1.0,0.0
523652,1.1686900392841877,3.053755929338961,1.3888954360377348,0.0,0.0,0.0,0.0,0.0
762384,16.917620707358033,0.8372166472839991,0.8435751625712767,1.0,0.0,0.0,1.0,0.0
970086,16.582670139290904,1.1933428856760735,0.2040741368456044,1.0,0.0,1.0,0.0,0.0
613128,8.889616458982854,3.5220902419210844,0.5089211338921584,1.0,0.0,0.0,0.0,0.0
496522,42.350796578766,0.2521098417351368,1.7938000699758236,1.0,0.0,0.0,1.0,0.0
287593,6.392130099526938,0.995461206508052,2.2434299971275347,1.0,1.0,0.0,0.0,0.0
726486,0.1474875486104499,1.157947582318397,0.4676611244573022,0.0,0.0,0.0,1.0,0.0
897608,31.24379565200581,0.7954549813613978,0.3769191982191426,1.0,0.0,0.0,1.0,0.0
770247,29.822352963918924,2.967036423517774,1.122402832663718,1.0,0.0,0.0,0.0,0.0
59763,38.80493957581943,2.818304318519964,3.1607684155941294,1.0,1.0,0.0,0.0,0.0
987453,18.56627363329697,1.0354993653425135,4.325417480242808,1.0,0.0,0.0,1.0,1.0
494898,3.172185032842028,0.4449194466613971,6.335147412239658,1.0,0.0,0.0,1.0,1.0
817390,31.32316690092228,6.190181907912663,0.2155114627190244,1.0,1.0,0.0,1.0,0.0
829932,0.5155504442195878,4.476424198041279,1.064130030514323,0.0,0.0,0.0,1.0,0.0
706314,4.43032368092565,0.1912641670024015,1.4058828347923122,1.0,0.0,0.0,1.0,0.0
815006,0.6761566346401856,0.8549816206563284,2.3179375773316764,0.0,0.0,0.0,1.0,0.0
873422,4.297914325926293,2.738518389979095,0.3235355091414576,1.0,0.0,0.0,0.0,0.0
463039,6.988644596906955,33.76780869730185,1.1541562974499695,1.0,1.0,0.0,0.0,0.0
212731,3.657988451020143,16.960485757209675,0.9161905690062032,1.0,0.0,0.0,0.0,0.0
224577,0.8947354030829553,0.0299975066344292,0.3473655430429961,0.0,0.0,0.0,1.0,0.0
520715,71.74881710439882,1.6117959482227708,0.6803857413317594,1.0,1.0,0.0,1.0,0.0
346304,12.028974039535097,0.0357812475503254,3.3289492718507714,1.0,0.0,0.0,0.0,0.0
334342,26.503292113302667,0.3125767176779321,1.1964092946486886,1.0,0.0,0.0,1.0,0.0
819050,45.97323340599046,0.0417473732842475,0.2203341039628439,1.0,0.0,0.0,1.0,0.0
766064,1.23438596101727,2.44239547438446,0.7572197460788141,0.0,1.0,0.0,1.0,0.0
539206,17.35187859078332,1.1576417570690138,1.529825620660635,1.0,0.0,0.0,1.0,0.0
823548,23.4984042106078,0.426658310490807,0.2058290675510879,1.0,1.0,0.0,1.0,0.0
81264,4.313610792283033,4.966163873760872,1.4225128205965614,1.0,0.0,0.0,0.0,0.0
373008,6.265817944447316,0.3369716464689038,0.8711052615290001,1.0,1.0,0.0,1.0,0.0
977761,125.87845681380534,1.1317230359200638,3.949150752949062,1.0,0.0,0.0,0.0,0.0
243523,4.766622279397199,0.2171742523416865,1.2137493969138655,1.0,1.0,0.0,1.0,0.0
246263,2.6003211197282554,10.247576158783366,0.5732472875665604,1.0,0.0,0.0,0.0,0.0
448862,1.8623228925457715,4.427215503817639,0.7349799552369646,0.0,0.0,0.0,1.0,0.0
907302,17.954792372345423,0.9447026940365828,1.248954720456593,1.0,1.0,0.0,1.0,0.0
174870,20.5851339754366,0.3024719721340441,0.7059065095415544,1.0,0.0,0.0,0.0,0.0
150067,2.027949193192205,0.6838423488743673,13.324461559961687,1.0,1.0,0.0,1.0,1.0
918681,11.5703282163472,0.6407524111295199,3.181231694896579,1.0,0.0,0.0,0.0,0.0
612591,12.512048860404844,15.866201401713727,0.4645460924982419,1.0,0.0,0.0,1.0,0.0
164393,2.9617764054346285,3.6595547190068354,1.259903394918338,1.0,0.0,0.0,1.0,0.0
302617,10.190932585162908,1.406428215797256,0.8448032426743913,1.0,0.0,0.0,1.0,0.0
58824,16.287253288772998,6.991676026135179,0.7561708688899815,1.0,1.0,0.0,1.0,0.0
269645,1.2533696882412348,1.3552442904053803,8.976498406646687,0.0,1.0,0.0,0.0,0.0
930764,3.1748386728974816,2.134260971101197,0.382923991209603,1.0,1.0,0.0,0.0,0.0
212736,5.380809470910569,3.120663503840703,9.46612345700832,1.0,0.0,1.0,1.0,0.0
583158,0.538179247869146,1.080877761124914,0.3765683899045914,0.0,0.0,0.0,1.0,0.0
155327,26.700894771087203,0.080659796642611,0.0872377051872742,1.0,0.0,0.0,0.0,0.0
499585,9.425151709187814,6.8335714925326405,8.793332041147131,1.0,0.0,1.0,1.0,0.0
302084,7.583671431772567,0.8130390646172784,0.4821189037951288,1.0,0.0,1.0,1.0,0.0
142394,7.418321629188217,2.696065037508225,1.3223393585258107,1.0,1.0,0.0,1.0,0.0
317348,1.4948715766118768,1.3305807218613457,0.1233660706555553,0.0,1.0,0.0,1.0,0.0
200453,10.793151456726784,0.179334275841171,2.2499653464353706,1.0,0.0,0.0,0.0,0.0
916051,20.743962915295995,0.1346776897137619,0.2910897282377246,1.0,1.0,0.0,1.0,0.0
897598,1.644386568877069,21.33840410329624,2.949039779439774,0.0,0.0,0.0,1.0,0.0
172082,68.78810554395788,2.277821180473411,4.207692084843024,1.0,0.0,1.0,1.0,0.0
59098,12.444441303592484,2.9171236563956726,1.8176373712264329,1.0,0.0,0.0,1.0,0.0
702216,1.3225341158670592,0.7748785064695848,4.0465659811797074,0.0,0.0,0.0,1.0,1.0
113225,34.063998951941095,0.2270115493756529,0.4658495823817175,1.0,1.0,1.0,0.0,0.0
578820,10.34646915106834,1.4534125835037268,1.6535566421059766,1.0,0.0,0.0,0.0,0.0
941031,13.553237189790456,0.9147229734940704,0.267734873251957,1.0,1.0,0.0,1.0,0.0
243906,12.071172934469168,0.0123684533427643,1.403207067293526,1.0,0.0,0.0,1.0,0.0
948858,16.68496738055362,0.3704553185098667,1.2942506968469574,1.0,1.0,0.0,0.0,0.0
851949,38.49694887572609,0.343836605870784,1.7269487639510528,1.0,0.0,0.0,1.0,0.0
266863,304.41404231743394,0.3121815551162489,3.219798454865462,1.0,1.0,0.0,1.0,0.0
110138,14.148323960314602,0.2093584265821318,3.667336861555432,1.0,0.0,0.0,1.0,0.0
841228,23.535131725521925,2.401789505447849,0.9010031156841914,1.0,1.0,0.0,1.0,0.0
971673,42.74106262493482,0.8287158269570211,1.382643509395966,1.0,0.0,0.0,0.0,0.0
198735,4.6512793007017725,0.2604723883134291,2.472599563249199,1.0,1.0,0.0,0.0,0.0
927160,0.6595533712219367,0.393258275775902,1.8540205122573967,0.0,0.0,0.0,1.0,0.0
234926,3.896376094351383,11.960338489697827,0.5505549349472872,1.0,0.0,0.0,1.0,0.0
994549,3.143484289801865,11.896718729349756,0.6297216597375639,1.0,1.0,0.0,0.0,0.0
902835,62.9365118661314,1.402498160716195,2.805164083296025,1.0,1.0,0.0,1.0,0.0
39946,140.574972629783,0.3909965909853211,0.1495196240025007,1.0,0.0,0.0,0.0,0.0
149326,30.480778020584317,0.4346185452840002,3.153576183178958,1.0,0.0,0.0,1.0,0.0
210982,5.501147173410927,0.050161234279106,0.3544167648042389,1.0,0.0,1.0,1.0,0.0
993685,16.96479448567056,23.441032992963027,0.7046990519073586,1.0,0.0,0.0,0.0,0.0
506768,28.828324484842835,0.8619177423255866,0.6583293195760723,1.0,1.0,0.0,0.0,0.0
919131,8.348247222237323,7.286711363518405,0.1946873617594716,1.0,1.0,0.0,1.0,0.0
849546,12.179259279502745,3.168351124911528,5.021114554868639,1.0,0.0,0.0,1.0,1.0
768366,13.925735103796258,42.20168508779146,1.527621547321982,1.0,0.0,0.0,1.0,0.0
434182,16.44697388772944,0.7519251539067235,0.1054148027018833,1.0,0.0,0.0,0.0,0.0
617338,8.799053319999768,3.833926630843649,2.06942588328393,1.0,0.0,0.0,1.0,0.0
110372,0.572683455047083,0.2157350426412794,2.0172690363047883,0.0,0.0,0.0,1.0,0.0
408098,17.1787166827312,2.8521379909296862,3.3550129192157847,1.0,0.0,0.0,1.0,0.0
80723,47.41525817329144,0.1520302461978977,2.7067543016208986,1.0,1.0,0.0,0.0,0.0
176288,28.408261087123112,1.2310308772401024,1.0836075563538827,1.0,0.0,0.0,1.0,0.0
324209,44.84163740228436,53.64765637697904,0.274666174653808,1.0,0.0,0.0,1.0,1.0
429271,3.412092600921071,5.495060555164947,1.2407628288474404,1.0,0.0,0.0,0.0,0.0
262831,12.403816837164651,0.2804185622377816,0.7500389496384773,1.0,1.0,0.0,1.0,0.0
651481,1.1385873141155427,3.395465434301145,2.5870906337005355,0.0,1.0,0.0,0.0,0.0
764648,90.07388949533986,0.7848996991015651,0.4352051346149558,1.0,0.0,0.0,1.0,0.0
666148,37.734368499485264,1.9506578322055188,2.8138437078195926,1.0,0.0,0.0,0.0,0.0
224649,4.965737991940262,0.919804750991008,0.2428586745883036,1.0,1.0,0.0,1.0,0.0
143918,3.117977345057315,0.8872823508586348,1.7607277716548486,1.0,1.0,0.0,1.0,0.0
447158,15.284548399036336,0.1466887723869641,0.4276349563243871,1.0,0.0,0.0,1.0,0.0
128506,0.7735060877589551,1.680976017091224,2.5157511314922645,0.0,0.0,0.0,0.0,0.0
286170,101.1830066452372,1.61370757803537,0.0225199623730035,1.0,0.0,0.0,0.0,0.0
437309,5.047764485613993,24.410086356965596,1.1091950948892602,1.0,1.0,0.0,1.0,0.0
555546,15.428100578199562,18.29455079558044,0.9411232081169072,1.0,0.0,0.0,1.0,0.0
801326,8.291714584692084,0.416479784327641,1.6950550688502413,1.0,0.0,0.0,1.0,0.0
942755,1.5160084931994038,1.5078725621477966,2.129561873362208,0.0,1.0,0.0,0.0,0.0
737984,5.7739948699303305,0.9642987382887124,2.0467534672352445,1.0,1.0,0.0,0.0,0.0
473903,23.61647209925204,0.588948135215583,3.6174988051042143,1.0,1.0,0.0,0.0,0.0
789091,15.250763531623331,2.586444042627709,3.649141088527733,1.0,1.0,0.0,1.0,0.0
458566,5.523021852312716,0.2382048178653674,0.831372473647673,1.0,0.0,0.0,1.0,0.0
206775,0.9257005725341594,0.9195312048718696,0.074911221120716,0.0,1.0,0.0,0.0,0.0
302064,9.834420748055196,0.0140845570137748,1.464185358212546,1.0,1.0,0.0,0.0,0.0
365631,18.36466957535982,0.6232538045205966,7.261474106321826,1.0,0.0,0.0,0.0,0.0
416029,9.77028027361431,0.0498265873747718,0.5058876544836379,1.0,1.0,0.0,1.0,0.0
344907,6.486189824213716,0.2457967135604401,0.9220597339242976,1.0,0.0,0.0,0.0,0.0
974336,0.8830352970584526,0.422319151956415,0.615617060408794,0.0,0.0,0.0,1.0,0.0
986206,18.685774989109188,0.9017302432271228,1.539048244767807,1.0,1.0,1.0,1.0,0.0
623137,15.611654288912977,1.927993299736073,0.1913482008518794,1.0,0.0,0.0,0.0,0.0
520988,19.186489705820197,1.5897457120807326,0.2681089717325485,1.0,1.0,0.0,1.0,0.0
520851,9.42969794121031,1.9834701882927384,0.813096738659817,1.0,0.0,0.0,1.0,0.0
610043,12.954517099829792,2.7464551181552403,2.054653047204493,1.0,0.0,0.0,1.0,0.0
243042,9.81307964522694,1.0861955889347876,3.776237736887661,1.0,0.0,0.0,1.0,0.0
182764,11.594395074449706,23.27712977321965,1.529762449043295,1.0,0.0,0.0,0.0,0.0
149254,42.244967572787296,0.3676623276349627,2.683643482896928,1.0,0.0,0.0,0.0,0.0
488676,10.086844999664724,1.4607813508383136,1.6129097905322385,1.0,1.0,0.0,0.0,0.0
487449,2.3631056371880272,4.564282817876205,0.9349807840343326,1.0,1.0,0.0,1.0,0.0
138216,12.102542704054688,0.2672598336431375,0.7299836585630689,1.0,0.0,0.0,1.0,0.0
581708,22.67711688288136,2.915547460165015,0.3858746274911516,1.0,0.0,0.0,1.0,0.0
105965,16.895545493746365,4.0938958304868365,0.8452878624548597,1.0,0.0,0.0,0.0,0.0
934037,9.601348713174506,36.001683219658105,0.6166533569261123,1.0,0.0,0.0,1.0,0.0
234778,17.379713772735826,25.90156877506813,1.2808326463705209,1.0,1.0,0.0,1.0,0.0
944259,25.252480803266234,1.692763672649069,2.8176907947047924,1.0,1.0,0.0,1.0,0.0
306394,5.405354000679941,0.3252058402623816,0.694562129263292,1.0,1.0,0.0,0.0,0.0
205406,1.7934023896093558,0.5441214199673639,5.01013537604688,0.0,0.0,0.0,1.0,1.0
975737,13.224867209219846,1.235272804370875,0.1171162041787505,1.0,1.0,0.0,1.0,0.0
702709,8.466667743238258,4.3715166386149376,0.4024093603355241,1.0,0.0,0.0,1.0,0.0
993081,3.459001924493649,10.799435720429583,0.8021890982672194,1.0,0.0,0.0,0.0,0.0
446859,11.68513028943413,0.4991347067681495,4.523396403334544,1.0,0.0,1.0,1.0,0.0
907793,23.356957249493423,0.7231934440558886,2.9092453490823127,1.0,1.0,0.0,1.0,0.0
920141,2.160344093618172,32.70391777353549,0.7018996300994107,1.0,1.0,0.0,1.0,0.0
897264,43.37420593464034,2.233838051343057,2.415426760880791,1.0,1.0,0.0,0.0,0.0
677649,54.15824416441175,1.9576706175651344,2.0700083117777828,1.0,0.0,0.0,1.0,0.0
227811,4.418325260788242,3.0073058204610814,1.594560439553563,1.0,0.0,0.0,1.0,0.0
823566,7.135850889499517,5.33275102425247,7.741763977024977,1.0,1.0,0.0,0.0,0.0
367669,1.3142800457913948,0.3313597980485822,0.504567936414203,0.0,0.0,0.0,0.0,0.0
418142,1.4394132834626858,0.4286729673813866,1.0911403843267673,0.0,0.0,0.0,1.0,0.0
614561,88.03012994157729,10.304345863927448,0.7351100936311344,1.0,0.0,0.0,1.0,0.0
344747,24.225421485896597,1.1936864409514545,1.4573590163885732,1.0,0.0,1.0,1.0,0.0
397921,4.652299358947087,1.1108385528314884,0.6175558205600787,1.0,0.0,0.0,0.0,0.0
766504,4.436579105718282,4.314010143345107,0.1506883459260061,1.0,1.0,0.0,1.0,0.0
999034,37.62117687307243,0.3444041049620734,0.4053124792853,1.0,1.0,0.0,1.0,0.0
347088,37.7225609724306,0.1938605434329969,0.398166234703405,1.0,0.0,0.0,0.0,0.0
195983,4.3538099695947325,0.168581980537943,11.05865297208395,1.0,1.0,0.0,1.0,1.0
268490,19.639316582060616,4.393332531347795,0.2905763378067544,1.0,1.0,0.0,1.0,0.0
64170,42.018333465219925,4.817904564179488,1.8264989355735528,1.0,1.0,0.0,1.0,0.0
887710,80.86543769245927,0.9034659935504226,0.3532026983240414,1.0,0.0,0.0,1.0,0.0
751876,0.4803736885921857,1.0576334215462275,3.160319836987451,0.0,0.0,0.0,0.0,0.0
193690,2.8120871109562566,6.069587931484233,0.5422109992885512,1.0,0.0,0.0,1.0,0.0
323208,5.215781861204763,1.3326673643662077,1.4871944148523657,1.0,0.0,1.0,1.0,0.0
16519,11.4683173674417,0.19310906022406,4.408923617783362,1.0,0.0,1.0,1.0,0.0
903194,0.7859679945052678,1.4166996215628638,0.2986132010549372,0.0,1.0,1.0,1.0,0.0
444928,3.112155626260192,0.0624491287695877,0.6520396078674876,1.0,0.0,0.0,0.0,0.0
931621,8.919594616131054,4.450221578143711,1.0066304247962432,1.0,1.0,0.0,0.0,0.0
81063,5.916049061500366,33.596561667788215,6.719987973358004,1.0,1.0,0.0,1.0,1.0
355095,36.25202443576554,0.2021570311455274,0.3247413934550321,1.0,1.0,0.0,1.0,0.0
584458,5.80796375340505,1.5466269580506555,1.4308617799248022,1.0,0.0,0.0,1.0,0.0
996723,4.711615402096811,0.7895976457678607,9.080880165768118,1.0,0.0,0.0,1.0,1.0
340383,5.126807415914067,2.6069660219054374,0.7029189659110386,1.0,1.0,0.0,1.0,0.0
971367,10.52385956643898,4.258568081742651,3.91809915704513,1.0,0.0,0.0,1.0,0.0
266621,5.577774032033799,0.6699056858612159,1.5091490502560414,1.0,0.0,0.0,1.0,0.0
447161,20.83258688133014,0.2810057190502059,3.112260699550848,1.0,0.0,0.0,0.0,0.0
446146,2.60452906685274,0.975691750858698,2.3642931536567824,1.0,0.0,0.0,0.0,0.0
81376,7.192931887837805,1.4110168824913796,3.235375649992512,1.0,1.0,0.0,1.0,0.0
301840,3.525107348026255,0.2837638317341128,3.599380783414208,1.0,0.0,0.0,0.0,0.0
120804,30.981445612696024,0.187363558586653,0.8663379149582449,1.0,1.0,0.0,0.0,0.0
776369,3.913221103418077,2.541681928258866,0.1084555490450815,1.0,1.0,0.0,0.0,0.0
64467,34.769633265145345,3.20118575209971,1.3429453830635754,1.0,1.0,1.0,0.0,0.0
760641,1.810707230505298,0.7960051079959488,0.7341566106549993,0.0,1.0,0.0,0.0,0.0
146430,53.02782455714554,3.003499309289152,3.614036530092462,1.0,0.0,0.0,0.0,0.0
3636,5.064408637235199,0.1928820053192111,2.419260091697927,1.0,0.0,0.0,1.0,0.0
569828,3.9112599583087833,0.5174705394501476,14.28322704847068,1.0,0.0,0.0,1.0,1.0
976218,2.3420005272432864,16.264338028323454,0.9229024201583564,1.0,1.0,0.0,0.0,0.0
295484,8.72470039649165,0.094908487019772,0.1981455240078669,1.0,0.0,1.0,0.0,0.0
456322,5.050351031675481,0.1203454376638718,0.6455532211876718,1.0,0.0,0.0,0.0,0.0
734864,29.40705336199968,0.6262383103192926,1.0666480498451794,1.0,0.0,0.0,0.0,0.0
862004,6.192498152508399,39.919010710119736,1.5817724073424144,1.0,0.0,0.0,1.0,0.0
476304,20.452912676275474,6.0193944870914935,0.2163709348367151,1.0,0.0,0.0,1.0,0.0
322492,14.991244506845142,0.6854150368608024,0.0933772364193258,1.0,0.0,0.0,1.0,0.0
5275,10.844526386261624,4.526537979746092,1.3712116117414437,1.0,0.0,0.0,1.0,0.0
